date,tic,open,high,low,close,volume,day,kdjk,kdjd,kdjj,rsi_6,rsi_12,rsi_24,amount,change,daily_variance,open_,close_,high_,low_,volume_,landmark
2010-06-03,600122.SH,6.5906,6.6151,6.3848,6.4387,39422.88,542,44.3877,59.8599,13.4431,28.4294,35.5753,38.4177,253832.0975,-0.0236,0.0358,0.7969,0.4778,0.5856,0.5942,0.077,v
2010-06-04,600122.SH,6.375,6.5465,6.3701,6.473,19070.39,543,35.4251,51.715,2.8453,32.8343,37.0939,39.0434,123442.6345,0.0151,0.0273,0.3795,0.6292,0.5098,0.6395,-1.1789,-
2010-06-07,600122.SH,6.3603,6.4926,6.2721,6.4485,37598.42,544,32.1882,45.2061,6.1524,31.189,36.4249,38.75,242453.4114,0.0137,0.0342,0.4208,0.6552,0.4716,0.5102,-0.212,-
2010-06-08,600122.SH,6.4485,6.5955,6.3113,6.3701,52671.73,545,26.2207,38.8776,0.9069,26.156,34.2673,37.8014,335524.1873,-0.0123,0.0446,0.679,0.5631,0.7516,0.6618,0.603,-
2010-06-09,600122.SH,6.4093,6.5514,6.3015,6.5269,47265.47,546,29.8614,35.8722,17.8398,46.771,41.7901,40.8246,308496.9961,0.018,0.0383,0.6668,0.9535,0.7354,0.7059,0.2595,-
2010-06-10,600122.SH,6.473,6.7621,6.4583,6.6984,74908.66,547,43.8745,38.5397,54.5443,61.0447,48.7838,43.9347,501768.1681,0.0336,0.0454,0.8727,1.4175,1.2512,1.1052,1.8493,-
2010-06-11,600122.SH,6.669,6.7915,6.5955,6.7033,55321.3,548,56.9227,44.6673,81.4333,61.3996,48.9749,44.0224,370835.2703,0.0051,0.0292,1.3812,1.6053,1.4566,1.5131,0.9321,^
2010-06-17,600122.SH,6.7376,6.7817,6.5955,6.6151,28851.39,549,59.961,49.7652,80.3526,51.304,45.6318,42.7657,190854.83,-0.0185,0.0281,1.7027,1.6205,1.6208,1.7137,-0.6624,-
2010-06-18,600122.SH,6.5759,6.6151,6.277,6.3799,26679.86,550,46.8922,48.8076,43.0616,33.6165,38.0718,39.6187,170214.8388,-0.0307,0.053,1.5712,1.2628,1.4508,1.2037,-0.7819,v
2010-06-21,600122.SH,6.4387,6.5514,6.3211,6.522,37418.24,551,47.2992,48.3048,45.2881,46.8911,44.1683,42.2957,244041.7613,0.0128,0.0353,1.4416,1.7581,1.4668,1.447,-0.1924,-
2010-06-22,600122.SH,6.473,6.6396,6.473,6.5318,23987.23,552,48.1995,48.2697,48.0591,47.7557,44.5788,42.4793,156679.7889,0.009,0.0255,1.6982,2.0178,1.8647,1.9941,-1.0706,-
2010-06-23,600122.SH,6.4485,6.5759,6.3358,6.4044,36179.43,553,40.387,45.6421,29.8767,38.0838,40.3696,40.7224,231707.5415,-0.0069,0.0375,1.8343,1.947,1.9617,1.8949,-0.4266,-
2010-06-24,600122.SH,6.3799,6.4681,6.3456,6.4289,15799.46,554,36.7659,42.6834,24.931,40.8484,41.5279,41.2103,101573.1484,0.0076,0.0191,1.874,2.3044,1.9264,2.1742,-1.7382,^
2010-06-25,600122.SH,6.4191,6.4191,6.2231,6.2868,20214.46,555,28.2462,37.871,8.9967,31.1637,36.9827,39.2548,127084.2671,-0.021,0.0312,2.2389,2.1152,1.9961,2.0513,-1.7017,-
2010-06-28,600122.SH,6.2819,6.3701,6.2035,6.2231,25108.73,556,19.9419,31.8946,-3.9635,27.6387,35.1038,38.4023,156254.1377,-0.0094,0.0268,2.0282,2.0453,2.05,2.1689,-1.6147,-
2010-06-29,600122.SH,6.2476,6.3211,5.7037,5.7135,51176.96,557,13.5977,25.7956,-10.7983,13.2505,24.3205,32.5094,292399.561,-0.0935,0.1081,2.076,-0.1257,1.9217,0.3052,-0.011,-
2010-06-30,600122.SH,5.6694,5.7233,5.5763,5.591,20927.65,558,9.5259,20.3724,-12.167,11.5205,22.5075,31.3044,117006.4912,-0.014,0.0263,-0.2621,-0.6941,-0.4829,-0.2731,-1.9112,-
2010-07-02,600122.SH,5.5959,5.6841,5.3264,5.4391,64692.38,559,9.2113,16.652,-5.6701,9.6464,20.4456,29.8718,351868.3241,-0.0288,0.0658,-0.6249,-1.3127,-0.7018,-1.209,0.7313,-
2010-07-05,600122.SH,5.395,5.395,5.199,5.3509,29772.01,560,9.6556,14.3199,0.327,8.6643,19.3243,29.0658,159307.0483,-0.0082,0.0366,-1.4071,-1.7694,-1.7958,-1.7593,-1.635,v
2010-07-06,600122.SH,5.2921,5.5175,5.2921,5.5126,56344.98,561,14.029,14.2229,13.6412,25.3778,27.2988,32.5473,310607.3367,0.04,0.0409,-1.921,-1.3938,-1.5919,-1.6639,-0.005,-
2010-07-07,600122.SH,5.5322,5.5322,5.3558,5.5126,64952.57,562,17.5895,15.3451,22.0782,25.3778,27.2988,32.5473,358057.5374,-0.0036,0.032,-1.2996,-1.5352,-1.6682,-1.6193,0.2616,-
2010-07-08,600122.SH,5.5371,5.6008,5.4538,5.5371,53687.99,563,20.9633,17.2178,28.4541,28.2427,28.5719,33.0891,297275.7694,0.0,0.0265,-1.4144,-1.59,-1.6206,-1.4611,-0.3104,-
2010-07-09,600122.SH,5.5469,5.7478,5.4636,5.7135,58906.84,564,28.6199,21.0185,43.8226,46.1164,37.2085,36.8971,336564.2303,0.0292,0.0497,-1.495,-1.1201,-1.2388,-1.5667,-0.1345,-
2010-07-12,600122.SH,5.7821,5.9095,5.7233,5.7968,61464.67,565,36.8383,26.2918,57.9313,52.7812,40.8904,38.6184,356298.3991,0.0025,0.0321,-0.8341,-0.9331,-0.808,-0.8264,-0.0319,-
2010-07-13,600122.SH,5.738,5.7576,5.5959,5.6743,39142.8,566,46.8577,33.1471,74.279,43.3245,37.3746,37.0669,222107.99,-0.0112,0.0285,-1.0572,-1.4147,-1.3802,-1.3268,-1.1046,-
2010-07-14,600122.SH,5.6939,5.8017,5.6645,5.6988,37697.31,567,54.6867,40.327,83.4063,45.6611,38.5278,37.5902,214829.4302,0.0009,0.0241,-1.288,-1.508,-1.3838,-1.2479,-1.2606,-
2010-07-15,600122.SH,5.6694,5.8066,5.5518,5.5665,32111.2,568,53.6992,44.7844,71.5289,36.0344,34.7574,35.9077,178746.9948,-0.0185,0.0458,-1.5165,-2.1808,-1.5359,-1.7842,-1.5743,-
2010-07-16,600122.SH,5.5665,5.6253,5.493,5.6204,25173.05,569,53.5243,47.6977,65.1776,42.0114,37.4768,37.1045,141482.6102,0.0096,0.0235,-2.0692,-2.4372,-2.3914,-2.2945,-2.0002,-
2010-07-19,600122.SH,5.5322,5.9046,5.5077,5.8654,54938.12,570,66.3614,53.9189,91.2462,61.5888,48.1858,42.2214,322234.049,0.0568,0.0677,-2.6169,-1.8882,-1.8268,-2.7841,-0.6283,-
2010-07-20,600122.SH,5.836,6.0026,5.836,5.9732,58900.83,571,75.7885,61.2088,104.948,67.4,52.122,44.302,351826.4378,0.023,0.0279,-1.9776,-1.589,-1.6629,-1.908,-0.46,-
2010-07-21,600122.SH,5.9732,6.0173,5.9193,5.9536,53768.33,572,80.0242,67.4806,105.1114,65.2463,51.3483,44.0014,320115.1295,-0.0033,0.0165,-1.5741,-1.7691,-1.7531,-1.6328,-0.814,-
2010-07-22,600122.SH,5.9389,6.0075,5.8997,5.983,54341.11,573,84.5021,73.1544,107.1975,67.1365,52.5021,44.5898,325122.8611,0.0074,0.018,-1.8311,-1.7902,-1.9259,-1.7794,-0.8672,-
2010-07-23,600122.SH,5.9977,6.1006,5.9683,6.0614,62939.28,574,87.5175,77.9421,106.6683,72.0083,55.5674,46.1641,381500.1518,0.0105,0.0218,-1.7554,-1.6365,-1.7509,-1.585,-0.4388,-
2010-07-26,600122.SH,6.0957,6.1104,6.0026,6.0908,55119.15,575,90.6202,82.1681,107.5242,73.7588,56.7103,46.756,335719.7188,-0.0008,0.0177,-1.4998,-1.7159,-1.9629,-1.6274,-0.8819,-
2010-07-27,600122.SH,6.0761,6.3015,6.0418,6.1986,91015.68,576,89.5043,84.6135,99.286,79.4213,60.7488,48.9055,564169.794,0.0198,0.0419,-1.792,-1.368,-1.3291,-1.6443,1.0268,-
2010-07-28,600122.SH,6.1741,6.3211,6.1153,6.2721,62540.75,577,91.0305,86.7525,99.5865,82.5093,63.2957,50.3321,392261.8381,0.0156,0.0328,-1.5197,-1.1028,-1.381,-1.4478,-0.4191,-
2010-07-29,600122.SH,6.2868,6.4191,6.2133,6.3015,61621.56,578,89.7193,87.7414,93.6749,83.6845,64.3064,50.9042,388308.2603,0.0023,0.0327,-1.0494,-1.042,-0.9954,-1.0244,-0.4096,-
2010-07-30,600122.SH,6.2574,6.2721,6.1251,6.1986,71459.15,579,80.5411,85.3413,70.9407,65.2667,58.1888,48.8491,442946.6872,-0.0095,0.0237,-1.3273,-1.7421,-1.9376,-1.6855,0.1262,-
2010-08-02,600122.SH,6.2231,6.3407,6.179,6.3113,72208.94,580,80.1092,83.5973,73.133,73.0594,62.4562,51.1051,455732.283,0.014,0.0256,-1.6918,-1.2861,-1.8471,-1.5677,0.216,-
2010-08-03,600122.SH,6.3456,6.5465,6.2917,6.3358,121460.64,581,75.8809,81.0252,65.5923,74.549,63.3434,51.5894,769550.3229,-0.0015,0.0402,-1.1026,-1.2158,-0.7204,-0.9683,2.2822,-
2010-08-04,600122.SH,6.3113,6.4632,6.2721,6.4583,71381.22,582,78.8358,80.2954,75.9167,80.8891,67.5291,53.9684,461001.3331,0.0228,0.0296,-1.4099,-0.6214,-1.331,-1.1864,0.193,-
2010-08-05,600122.SH,6.4926,6.669,6.375,6.5024,88973.21,583,77.5572,79.3827,73.9063,82.7459,68.9227,54.8028,578539.4007,0.0015,0.0452,-0.3863,-0.4283,-0.1599,-0.6019,1.0829,-
2010-08-06,600122.SH,6.4632,6.6102,6.3505,6.5514,66581.47,584,78.7881,79.1845,77.9955,84.7248,70.4595,55.7331,436201.8426,0.0135,0.0396,-0.6362,-0.2181,-0.5764,-0.8434,0.044,-
2010-08-09,600122.SH,6.5808,6.6543,6.5171,6.6151,73291.54,585,82.6139,80.3276,87.1865,87.043,72.3954,56.9355,484830.8663,0.0052,0.0207,0.0045,0.0486,-0.3768,0.1531,0.3453,^
2010-08-10,600122.SH,6.6249,6.6592,6.3113,6.3211,59771.28,586,67.088,75.9144,49.4351,47.2924,54.4342,50.349,377820.238,-0.0481,0.055,0.1661,-1.5055,-0.432,-1.1476,-0.3899,v
2010-08-11,600122.SH,6.3456,6.4142,6.2672,6.3358,44225.8,587,57.6382,69.8223,33.27,48.6981,55.0426,50.6469,280205.8236,-0.0015,0.0232,-1.375,-1.6155,-1.8129,-1.5192,-1.1091,-
2010-08-12,600122.SH,6.2917,6.3995,6.2427,6.2672,41203.05,588,44.4255,61.3567,10.563,42.37,51.5393,49.2092,258227.755,-0.0039,0.025,-1.82,-2.1747,-2.1812,-1.8454,-1.2456,-
2010-08-13,600122.SH,6.2672,6.4485,6.228,6.375,55068.79,589,40.7281,54.4805,13.2233,53.7123,56.3066,51.4682,351063.5362,0.0169,0.0346,-2.1834,-1.9956,-2.3028,-2.2277,-0.7009,-
2010-08-16,600122.SH,6.4142,6.6053,6.3652,6.5955,73636.03,590,54.9298,54.6303,55.5289,68.7895,64.1716,55.6757,485666.4359,0.0275,0.0364,-1.7499,-0.8543,-1.6633,-1.7331,0.1986,-
2010-08-17,600122.SH,6.6053,6.8111,6.5661,6.7768,90761.84,591,67.9924,59.0843,85.8086,76.3805,69.1522,58.7444,615074.8373,0.0253,0.0362,-0.7252,0.2361,-0.2755,-0.4317,0.8798,-
2010-08-18,600122.SH,6.7719,6.9336,6.7229,6.7817,100022.29,592,71.4857,63.2181,88.0209,76.5653,69.2781,58.8248,678321.1641,0.0014,0.0311,0.2753,0.1924,0.5265,0.5609,1.3043,^
2010-08-19,600122.SH,6.7425,6.8993,6.7131,6.7327,60849.51,593,71.4997,65.9787,82.5419,69.9919,66.3247,57.6525,409681.496,-0.0015,0.0277,0.0104,-0.1268,0.182,0.4375,-0.4316,-
2010-08-20,600122.SH,6.7082,6.7572,6.4534,6.4632,71813.92,594,58.7776,63.5783,49.1762,44.6765,52.8151,51.7352,464147.7277,-0.0379,0.047,-0.2271,-1.7644,-0.7547,-1.2558,0.1039,v
2010-08-23,600122.SH,6.4632,6.6102,6.4436,6.4681,43100.31,595,50.5277,59.2281,33.1268,45.1097,53.005,51.829,278777.1151,0.0008,0.0258,-1.7077,-1.9927,-1.7741,-1.463,-1.0555,-
2010-08-24,600122.SH,6.4681,6.7033,6.4436,6.6984,80364.36,596,55.9073,58.1212,51.4796,61.9238,61.0424,56.0209,538312.629,0.0344,0.0388,-1.9184,-0.4505,-1.3376,-1.4137,0.5478,^
2010-08-25,600122.SH,6.6053,6.6886,6.4926,6.5318,46055.42,597,51.6234,55.9552,42.9597,48.9163,53.7833,52.5678,300824.7924,-0.0113,0.03,-1.0669,-1.3007,-1.2411,-0.9731,-0.8781,-
2010-08-26,600122.SH,6.5073,6.6396,6.4534,6.4828,45644.46,598,41.3122,51.0742,21.788,45.5401,51.8066,51.5918,295903.9053,-0.0038,0.0287,-1.5929,-1.611,-1.4583,-1.1447,-0.8235,v
2010-08-27,600122.SH,6.5024,6.7033,6.4681,6.6494,47772.94,599,41.5414,47.8966,28.8311,57.5064,57.5882,54.5834,317661.3872,0.0221,0.0354,-1.6676,-0.775,-1.1863,-1.0425,-0.6681,-
2010-08-30,600122.SH,6.6151,6.914,6.5563,6.8846,109537.95,600,57.6943,51.1625,70.7578,69.0335,64.2023,58.3731,754124.9706,0.0391,0.052,-1.0922,0.725,0.1305,-0.5766,0.7073,^
2010-08-31,600122.SH,6.8062,6.8748,6.6935,6.8111,81744.52,601,64.5045,55.6099,82.2939,62.6595,60.9614,56.8268,556770.1002,0.0007,0.0266,0.2473,0.3304,-0.068,0.2916,0.0542,-
2010-09-01,600122.SH,6.7719,6.8846,6.5661,6.6739,73209.26,602,59.3225,56.8474,64.2726,51.9209,55.2788,54.0387,488591.2803,-0.0147,0.0477,0.0478,-0.5525,-0.0065,-0.4741,-0.1324,v
2010-09-02,600122.SH,6.7278,6.8209,6.6641,6.7817,49896.91,603,63.5066,59.0671,72.3856,58.6091,58.5876,55.816,338385.8745,0.0079,0.0231,-0.2939,0.0619,-0.4639,0.0392,-0.7009,-
2010-09-03,600122.SH,6.7817,6.8846,6.7033,6.8748,81799.79,604,72.8933,63.6759,91.3282,63.8245,61.2862,57.304,562357.1963,0.0135,0.0264,0.0351,0.5776,-0.1379,0.2184,-0.0667,-
2010-09-06,600122.SH,6.8895,7.1002,6.8699,6.9336,107362.53,605,73.343,66.8982,86.2326,66.9779,62.9497,58.231,744408.838,0.0064,0.0332,0.7195,0.9423,1.187,1.1603,0.4681,-
2010-09-07,600122.SH,6.9581,6.9581,6.7425,6.865,59619.14,606,70.1075,67.968,74.3864,59.693,59.6857,56.7315,409285.3961,-0.0136,0.0314,1.1743,0.6014,0.3223,0.492,-0.6153,-
2010-09-08,600122.SH,6.8356,6.9483,6.767,6.9336,43621.12,607,71.2861,69.074,75.7103,64.3465,61.844,57.8637,302451.3976,0.0141,0.0261,0.4427,1.0972,0.3224,0.6922,-1.0196,^
2010-09-09,600122.SH,6.9581,6.9924,6.7523,6.7523,70150.91,608,59.5361,65.8947,46.8188,47.1008,53.5745,53.9691,473679.9896,-0.0305,0.0356,1.3432,-0.0184,0.5997,0.6628,-0.5765,-
2010-09-10,600122.SH,6.7866,6.8013,6.62,6.718,53109.38,609,49.1708,60.3201,26.8724,44.3993,52.1357,53.2614,356788.8148,-0.0102,0.027,0.1868,-0.3191,-0.6058,-0.1577,-0.9538,v
2010-09-13,600122.SH,6.7425,7.0022,6.7425,6.9924,106365.22,610,59.3861,60.0088,58.1407,64.1429,61.224,57.8729,743748.1643,0.0357,0.0371,-0.2088,0.9228,0.3303,0.3989,-0.1335,^
2010-09-14,600122.SH,6.9483,7.0953,6.9483,6.9777,88805.4,611,64.4206,61.4794,70.3032,62.7113,60.5521,57.5554,619657.4396,0.0042,0.0211,0.8521,0.6581,0.5928,1.2234,-0.4675,-
2010-09-15,600122.SH,6.9973,7.1541,6.8405,6.8454,80297.11,612,57.0144,59.991,51.061,50.5314,54.6621,54.7358,549665.8368,-0.0222,0.0458,0.8365,0.037,0.7414,0.5854,-0.6239,-
2010-09-16,600122.SH,6.8454,6.9091,6.6396,6.7229,51002.57,613,44.4316,54.8046,23.6857,41.5622,49.7718,52.2621,342885.1779,-0.0182,0.0401,0.0548,-0.4916,-0.3116,-0.3094,-1.1768,v
2010-09-17,600122.SH,6.7229,6.8454,6.7131,6.7523,31550.88,614,37.8779,49.1624,15.3091,44.4042,50.9213,52.7963,213041.007,0.0044,0.0196,-0.5111,-0.4803,-0.5926,-0.1638,-1.6143,^
2010-09-20,600122.SH,6.7523,6.8307,6.3995,6.4534,48271.66,615,27.6329,41.9859,-1.073,27.8689,40.6123,47.1932,311516.3306,-0.0463,0.0668,-0.4923,-1.4285,-0.7128,-1.1856,-1.4837,-
2010-09-21,600122.SH,6.5171,6.5318,6.3211,6.4142,49970.44,616,22.1474,35.3731,-4.3038,26.3261,39.4691,46.5176,320520.3962,-0.016,0.0328,-1.2972,-1.7206,-1.6607,-1.5553,-1.5053,v
2010-09-27,600122.SH,6.4828,6.5906,6.3946,6.5563,29263.24,617,24.1767,31.641,9.2483,40.6246,45.5323,49.2649,191858.5804,0.0112,0.0299,-1.5454,-1.5199,-1.7204,-1.5285,-2.0829,-
2010-09-28,600122.SH,6.5465,6.8307,6.4338,6.8258,205595.17,618,36.3139,33.1986,42.5445,58.8156,54.8826,53.9466,1403351.5114,0.0409,0.0581,-1.5419,-0.7994,-1.1782,-1.5959,1.602,-
2010-09-29,600122.SH,6.7327,6.9287,6.6249,6.6494,164847.33,619,37.3465,34.5812,42.8771,47.4074,48.8897,50.7482,1096135.8361,-0.0125,0.0457,-1.094,-1.4833,-0.971,-1.1296,0.8252,-
2010-09-30,600122.SH,6.6151,6.718,6.4681,6.6543,111934.38,620,38.231,35.7978,43.0974,47.7453,49.0583,50.8327,744844.9448,0.0059,0.0376,-1.6277,-1.6213,-1.7924,-1.8138,-0.3755,-
2010-10-08,600122.SH,6.6886,6.8846,6.6788,6.8356,71055.52,621,53.7131,41.7696,77.6002,59.342,55.0429,53.887,485707.1125,0.0215,0.0301,-1.5612,-1.1304,-1.409,-1.2535,-1.2422,-
2010-10-11,600122.SH,6.8846,7.0218,6.8258,6.8993,96365.69,622,63.3146,48.9513,92.0412,62.8208,56.9801,54.9139,664855.805,0.0021,0.0284,-0.9667,-1.0004,-1.0325,-0.7792,-0.7625,-
2010-10-12,600122.SH,6.8454,7.1051,6.8258,6.9532,144549.07,623,69.0847,55.6624,95.9293,65.7927,58.6257,55.7833,1005078.5935,0.0155,0.0402,-1.227,-0.8929,-0.8048,-0.8643,0.3993,^
2010-10-13,600122.SH,6.8993,6.9532,6.7572,6.865,112235.54,624,69.1815,60.1688,87.2069,56.8667,54.8783,54.0051,770496.9821,-0.005,0.0286,-1.1365,-1.318,-1.4989,-1.2339,-0.3299,-
2010-10-14,600122.SH,6.8993,7.0463,6.7033,6.7131,157928.21,625,61.0635,60.467,62.2565,44.414,48.9943,51.0791,1060187.8666,-0.0277,0.0511,-1.2526,-2.0686,-1.3039,-1.5864,0.7769,-
2010-10-15,600122.SH,6.7376,6.7376,6.5563,6.6151,129103.62,626,49.7114,56.8818,35.3707,37.9758,45.5566,49.2816,854033.3567,-0.0185,0.0274,-2.0675,-2.9065,-2.7436,-2.4069,0.131,v
2010-10-18,600122.SH,6.6788,6.9385,6.5955,6.9091,161339.36,627,56.2179,56.6605,55.3326,59.2442,55.7239,54.3145,1114709.7722,0.0333,0.0496,-2.7435,-1.9446,-2.624,-2.4377,0.8574,-
2010-10-19,600122.SH,6.8846,7.2276,6.8503,7.208,224531.1,628,69.9517,61.0909,87.6733,71.2653,63.321,58.6658,1618420.1688,0.0449,0.0523,-2.1123,-0.4788,-1.2293,-1.4467,2.4433,-
2010-10-20,600122.SH,7.0855,7.3697,7.0218,7.1835,220445.52,629,72.3373,64.8397,87.3324,69.256,62.3642,58.1918,1583570.3929,0.0136,0.0484,-1.1851,-0.407,-0.3393,-0.5341,2.9257,-
2010-10-21,600122.SH,7.1639,7.4579,7.1296,7.3746,157611.09,630,78.4785,69.386,96.6635,75.6752,66.6521,60.7718,1162318.7443,0.0286,0.0445,-0.5203,0.4862,0.2351,0.093,1.7649,-
2010-10-22,600122.SH,7.3648,7.3648,7.2325,7.2864,102978.29,631,79.3117,72.6946,92.5461,67.8312,63.0361,59.0178,750341.0123,-0.0108,0.0182,0.4698,0.2872,0.0192,0.5293,0.1367,-
2010-10-25,600122.SH,7.3011,7.6931,7.2962,7.5608,147629.61,632,82.3285,75.9059,95.1738,76.8065,68.7839,62.5287,1116197.9553,0.0343,0.0525,0.3319,1.1718,1.1236,0.8009,1.58,^
2010-10-26,600122.SH,7.5069,7.7176,7.4628,7.5216,112535.64,633,82.5931,78.135,91.5095,73.3005,67.1564,61.7403,846448.0698,0.002,0.0339,1.0516,1.1812,1.3217,1.3872,0.6356,-
2010-10-27,600122.SH,7.5363,7.5412,7.2325,7.306,103887.33,634,76.5811,77.617,74.5092,56.3302,58.8081,57.5737,759000.833,-0.0315,0.0423,1.2558,0.6481,0.911,0.842,0.4423,v
2010-10-28,600122.SH,7.257,7.3746,7.1541,7.3109,67251.3,635,72.3059,75.8466,65.2244,56.6042,58.9346,57.6415,491667.5292,0.0074,0.0302,0.5054,0.7252,0.477,0.6829,-0.6347,-
2010-10-29,600122.SH,7.3599,7.3599,7.0512,7.2031,112968.2,636,61.7632,71.1522,42.9854,48.5604,54.8871,55.6019,813721.2414,-0.0218,0.0429,0.8807,0.4565,0.4832,0.4119,0.7788,-
2010-11-01,600122.SH,7.1688,7.3697,7.159,7.3452,106919.41,637,56.6684,66.3243,37.3568,58.0012,58.942,57.6625,785344.4503,0.024,0.0287,0.344,0.9281,0.5601,0.7801,0.6461,^
2010-11-02,600122.SH,7.3354,7.4089,7.2325,7.2472,118319.96,638,47.5829,60.0771,22.5944,50.3531,55.2086,55.7988,857488.4141,-0.0122,0.0243,0.9013,0.643,0.6941,1.0399,0.9899,-
2010-11-03,600122.SH,7.208,7.2276,6.9973,7.012,87372.17,639,32.4022,50.8522,-4.4977,36.4942,47.3552,51.6206,612653.656,-0.028,0.0328,0.5068,-0.0644,0.1432,0.3762,0.0753,v
2010-11-04,600122.SH,7.0806,7.1835,7.0169,7.1345,62528.41,640,27.9507,43.2183,-2.5846,45.8152,51.292,53.5125,446108.9411,0.0076,0.0234,0.128,0.3219,0.0,0.4555,-0.7178,-
2010-11-05,600122.SH,7.1982,7.4971,7.1345,7.3991,134559.49,641,37.2279,41.2215,29.2406,60.7481,58.5889,57.2779,995619.1225,0.0272,0.049,0.505,1.1826,1.0019,0.8326,1.6043,-
2010-11-08,600122.SH,7.4236,7.5069,7.3501,7.453,93564.51,642,52.7465,45.0632,68.1132,63.2254,59.9231,58.001,697336.293,0.0039,0.021,1.2777,1.4214,1.086,1.5791,0.4023,-
2010-11-09,600122.SH,7.4824,7.5902,7.3011,7.5853,106385.52,643,68.2222,52.7829,99.1009,68.9902,63.106,59.746,806966.0849,0.0136,0.0381,1.5535,2.0336,1.4448,1.5953,0.8971,-
2010-11-10,600122.SH,7.5216,7.5706,7.3746,7.4432,95492.18,644,70.5503,58.7053,94.2403,57.394,57.7335,57.0876,710767.3942,-0.0105,0.0263,1.8978,1.7977,1.5251,2.0723,0.6321,-
2010-11-11,600122.SH,7.4089,7.6735,7.4089,7.4481,127894.59,645,69.2558,62.2222,83.323,57.6883,57.8684,57.1562,952571.6958,0.0053,0.0355,1.7111,2.0167,2.0313,2.4641,1.7593,^
2010-11-12,600122.SH,7.4481,7.5951,6.7033,6.865,158891.97,646,51.7261,58.7235,37.7313,29.0423,40.9131,47.6901,1090793.374,-0.0849,0.1299,2.0569,-0.3648,2.0625,-0.456,3.0941,v
2010-11-15,600122.SH,6.9091,7.0708,6.767,7.0414,83900.19,647,46.1002,54.5157,29.2692,39.8799,46.1228,50.2891,590774.7979,0.0188,0.0431,-0.1824,0.4437,-0.0471,-0.1727,0.9555,^
2010-11-16,600122.SH,7.0561,7.0757,6.7082,6.7425,66841.19,648,32.0803,47.0372,2.1664,30.4297,39.6591,46.2281,450676.7236,-0.0465,0.0545,0.5158,-0.9811,-0.0705,-0.5134,0.1682,-
2010-11-17,600122.SH,6.7229,6.7866,6.375,6.4485,50362.66,649,23.2736,39.116,-8.4111,23.7789,34.4749,42.6899,324763.613,-0.0426,0.0638,-1.1127,-2.3193,-1.4254,-2.1061,-0.6685,v
2010-11-18,600122.SH,6.5465,6.5759,6.4485,6.5318,34399.47,650,19.5409,32.591,-6.5592,29.0512,37.0196,43.958,224690.4581,-0.0023,0.0195,-1.9725,-2.3162,-2.4479,-2.0211,-1.3619,-
2010-11-19,600122.SH,6.5808,6.6984,6.5073,6.6837,54400.15,651,20.9518,28.7113,5.4329,38.3785,41.5362,46.2224,363594.2826,0.0154,0.0286,-2.0313,-1.9706,-2.3973,-1.9178,-0.6649,-
2010-11-22,600122.SH,6.6151,7.0659,6.6151,6.9287,86945.54,652,28.1817,28.5347,27.4756,50.8776,48.0867,49.6465,602419.563,0.0453,0.0651,-2.1316,-0.9941,-0.9144,-1.6236,0.6851,-
2010-11-23,600122.SH,6.8895,6.8895,6.669,6.767,43270.43,653,28.8507,28.6401,29.272,43.8356,44.497,47.5609,292810.9998,-0.0181,0.0326,-1.1508,-1.9212,-1.9172,-1.5988,-1.1501,-
2010-11-24,600122.SH,6.7474,6.9679,6.7278,6.9287,61771.72,654,34.361,30.547,41.9889,51.8354,48.6766,49.763,427997.7164,0.0262,0.0347,-1.9681,-1.3528,-1.8115,-1.5233,-0.421,-
2010-11-25,600122.SH,6.9728,7.0365,6.865,6.9238,73269.61,655,49.0145,36.7029,73.6379,51.5683,48.5558,49.6971,507304.1257,-0.0071,0.0248,-1.1157,-1.543,-1.6747,-1.0023,0.0903,-
2010-11-26,600122.SH,6.9385,7.0806,6.8944,7.0512,83640.53,656,64.6208,46.0088,101.8447,58.2762,51.9407,51.444,589766.1051,0.016,0.0264,-1.418,-0.9491,-1.6313,-0.9463,0.5814,-
2010-11-29,600122.SH,7.0806,7.3256,7.0561,7.2521,113346.55,657,73.8366,55.2847,110.9402,66.9406,56.8275,54.0688,822000.5153,0.0236,0.0372,-0.7386,0.2983,-0.0776,-0.1039,1.8417,^
2010-11-30,600122.SH,7.2472,7.2472,6.7278,7.0022,81967.65,658,70.2672,60.2789,90.2438,51.1008,49.9371,50.5238,573953.8788,-0.035,0.0742,0.2353,-0.9592,-0.5202,-1.6735,0.7816,v
2010-12-01,600122.SH,6.9679,7.2325,6.914,7.0512,81649.17,659,69.0005,63.1861,80.6293,53.6797,51.2027,51.1787,575724.6275,0.0118,0.0452,-1.1224,-0.4745,-0.3934,-0.636,0.8332,-
2010-12-02,600122.SH,7.1443,7.2423,7.0561,7.0708,54845.17,660,67.3796,64.5839,72.971,54.8234,51.7351,51.447,387799.228,-0.0104,0.0263,-0.0904,-0.2696,-0.1528,0.0992,-0.2548,-
2010-12-03,600122.SH,7.0708,7.3158,7.012,7.2227,84355.82,661,73.0292,67.399,84.2896,63.2597,55.8114,53.5126,609276.7811,0.021,0.0421,-0.2713,0.3861,0.2542,0.0194,1.0541,-
2010-12-06,600122.SH,7.2325,7.2521,6.914,7.0512,51288.55,662,66.7189,67.1723,65.8121,50.4864,50.5528,50.9585,361645.8238,-0.0257,0.0479,0.4088,-0.1601,0.092,-0.2535,-0.294,-
